position,module
102.858_30.553,6
102.922_30.575,6
103.049_30.621,6
102.985_30.598,6
102.795_30.530,6
103.287_30.684,6
103.299_30.683,6
103.311_30.682,6
103.278_30.685,6
103.375_30.675,6
95.023_30.107,6
96.270_30.360,6
95.730_30.250,6
96.550_30.420,6
95.083_30.119,6
102.650_30.485,6
102.575_30.472,6
102.493_30.466,6
102.720_30.504,6
102.417_30.463,6
102.171_30.453,6
101.745_30.436,6
102.249_30.457,6
102.326_30.460,6
103.689_30.631,6
103.684_30.637,6
103.692_30.626,6
103.679_30.641,6
103.673_30.644,6
103.698_30.604,6
103.700_30.599,6
103.697_30.610,6
103.694_30.621,6
103.695_30.615,6
103.608_30.653,6
103.554_30.658,6
103.495_30.663,6
103.658_30.648,6
103.435_30.669,6
103.277_30.684,6
103.266_30.685,6
103.255_30.685,6
103.245_30.685,6
103.224_30.680,6
103.711_30.567,6
103.716_30.552,6
103.721_30.536,6
103.727_30.521,6
103.730_30.517,6
103.298_30.682,6
103.286_30.683,6
103.308_30.681,6
103.371_30.675,6
103.298_30.681,6
103.286_30.682,6
103.274_30.683,6
103.261_30.684,6
103.604_30.653,6
103.660_30.645,6
103.651_30.648,6
103.667_30.642,6
103.674_30.638,6
103.709_30.575,6
103.725_30.524,6
103.707_30.584,6
103.705_30.591,6
103.729_30.518,6
103.423_30.670,6
103.485_30.664,6
103.362_30.676,6
103.545_30.659,6
103.696_30.615,6
103.700_30.608,6
103.702_30.599,6
103.692_30.623,6
103.663_30.644,6
103.671_30.641,6
103.679_30.636,6
103.686_30.629,6
103.220_30.678,6
103.069_30.627,6
103.081_30.631,6
103.151_30.655,6
103.243_30.682,6
103.253_30.683,6
103.267_30.683,6
103.278_30.683,6
103.248_30.684,6
103.159_30.658,6
103.238_30.682,6
103.226_30.680,6
103.046_30.619,6
103.021_30.613,6
103.034_30.616,6
102.969_30.608,6
103.057_30.623,6
103.291_30.682,6
103.280_30.683,6
103.269_30.684,6
103.258_30.684,6
103.166_30.660,6
103.108_30.641,6
103.227_30.680,6
102.536_30.436,6
102.289_30.347,6
102.641_30.475,6
102.165_30.302,6
102.033_30.254,6
102.837_30.545,6
102.775_30.522,6
102.709_30.499,6
102.901_30.568,6
103.077_30.630,6
102.959_30.589,6
103.018_30.610,6
103.190_30.668,6
103.279_30.683,6
103.248_30.685,6
103.269_30.685,6
103.136_30.650,6
103.259_30.685,6
103.149_30.655,6
103.210_30.676,6
103.026_30.613,6
103.088_30.634,6
102.964_30.590,6
103.265_30.684,6
103.254_30.684,6
103.243_30.684,6
103.276_30.683,6
104.676_31.156,6
104.675_31.175,6
104.677_31.136,6
104.674_31.195,6
104.678_31.117,6
104.670_31.264,6
104.671_31.236,6
104.668_31.288,6
104.672_31.217,6
104.645_31.664,6
104.641_31.722,6
104.649_31.608,6
104.652_31.554,6
104.638_31.777,6
104.636_31.832,6
104.630_31.941,6
104.633_31.886,6
104.639_31.775,6
104.630_31.934,6
104.636_31.826,6
104.633_31.880,6
104.642_31.722,6
104.627_31.995,6
104.660_31.434,6
104.659_31.453,6
104.658_31.474,6
104.652_31.568,6
104.661_31.415,6
104.655_31.518,6
104.629_31.952,6
104.635_31.837,6
104.632_31.895,6
104.626_32.013,6
104.622_32.076,6
104.660_31.430,6
104.657_31.479,6
104.654_31.528,6
104.663_31.383,6
104.651_31.575,6
104.648_31.624,6
104.671_31.241,6
104.672_31.223,6
104.669_31.287,6
104.676_31.162,6
104.674_31.183,6
104.673_31.204,6
104.662_31.395,6
104.666_31.336,6
104.659_31.445,6
104.656_31.500,6
104.678_31.123,6
104.677_31.142,6
104.680_31.061,6
104.679_31.101,6
104.680_31.080,6
104.645_31.673,6
104.638_31.781,6
104.648_31.621,6
104.642_31.727,6
104.679_31.058,6
104.678_31.054,6
104.675_31.046,6
104.677_31.051,6
104.673_31.042,6
104.047_35.825,6
104.040_35.947,6
104.034_36.067,6
103.976_36.301,6
103.942_36.418,6
104.060_35.569,6
104.086_35.058,6
104.093_34.921,6
104.119_34.413,6
104.587_32.741,6
104.099_34.793,6
104.112_34.541,6
104.106_34.667,6
104.603_32.436,6
104.606_32.367,6
104.619_32.140,6
104.612_32.272,6
104.616_32.204,6
104.615_32.206,6
104.591_32.689,6
104.603_32.440,6
104.606_32.373,6
104.596_32.582,6
104.595_32.617,6
104.602_32.445,6
104.595_32.604,6
104.591_32.678,6
104.591_32.682,6
104.606_32.374,6
104.585_32.735,6
104.590_32.700,6
104.556_32.807,6
104.590_32.696,6
104.368_33.077,6
104.593_32.644,6
104.603_32.431,6
104.599_32.510,6
104.609_32.306,6
104.611_32.275,6
104.604_32.404,6
104.602_32.442,6
104.615_32.207,6
104.623_32.064,6
104.612_32.271,6
104.619_32.132,6
104.616_32.201,6
104.620_32.132,6
104.616_32.200,6
104.620_32.119,6
104.627_31.997,6
104.617_32.177,6
104.613_32.239,6
104.623_32.056,6
104.619_32.148,6
104.622_32.083,6
104.615_32.219,6
104.626_32.015,6
104.610_32.303,6
104.606_32.370,6
104.617_32.186,6
104.609_32.313,6
104.619_32.130,6
104.616_32.198,6
104.612_32.266,6
104.632_31.727,6
104.634_31.733,6
104.630_31.724,6
104.628_31.719,6
104.635_31.737,6
104.553_31.576,6
104.526_31.525,6
104.580_31.628,6
104.501_31.478,6
104.475_31.429,6
104.633_31.885,6
104.636_31.740,6
104.637_31.746,6
104.636_31.824,6
104.639_31.762,6
104.617_31.699,6
104.608_31.681,6
104.610_31.685,6
104.614_31.693,6
104.612_31.690,6
104.621_31.707,6
104.619_31.702,6
104.624_31.712,6
104.626_31.715,6
104.649_31.399,6
104.652_31.404,6
104.646_31.394,6
104.654_31.407,6
104.644_31.391,6
104.640_31.387,6
104.657_31.417,6
104.658_31.421,6
104.656_31.414,6
104.655_31.410,6
104.660_31.443,6
104.634_31.866,6
104.631_31.927,6
104.637_31.804,6
104.627_31.988,6
104.624_32.054,6
104.645_31.677,6
104.649_31.618,6
104.641_31.741,6
104.653_31.557,6
104.656_31.503,6
104.676_31.046,6
104.679_31.055,6
104.677_31.049,6
104.679_31.053,6
104.674_31.042,6
104.669_31.284,6
104.670_31.265,6
104.671_31.247,6
104.672_31.227,6
104.674_31.189,6
104.675_31.170,6
104.676_31.150,6
104.673_31.208,6
104.677_31.130,6
104.679_31.108,6
104.681_31.067,6
104.680_31.087,6
104.668_31.303,6
104.664_31.374,6
104.665_31.356,6
104.666_31.325,6
103.712_30.275,6
103.731_30.269,6
103.726_30.270,6
103.716_30.273,6
103.721_30.272,6
103.722_30.272,6
103.727_30.270,6
103.707_30.277,6
103.699_30.283,6
103.695_30.291,6
103.703_30.279,6
103.702_30.279,6
103.696_30.287,6
103.694_30.296,6
103.695_30.300,6
103.696_30.286,6
103.783_30.264,6
103.768_30.260,6
103.763_30.260,6
103.779_30.262,6
103.772_30.260,6
103.747_30.264,6
103.711_30.275,6
103.706_30.278,6
103.702_30.280,6
103.716_30.274,6
103.698_30.284,6
103.839_30.313,6
103.836_30.309,6
103.826_30.299,6
103.814_30.289,6
103.841_30.317,6
103.803_30.280,6
103.787_30.267,6
103.791_30.270,6
103.799_30.277,6
103.794_30.273,6
103.790_30.255,6
103.785_30.255,6
103.794_30.256,6
103.775_30.257,6
103.798_30.257,6
103.696_30.303,6
103.695_30.298,6
103.696_30.289,6
103.695_30.294,6
103.702_30.316,6
103.758_30.262,6
103.768_30.259,6
103.750_30.264,6
103.741_30.266,6
103.772_30.267,6
103.761_30.266,6
103.777_30.269,6
103.781_30.272,6
103.786_30.275,6
103.771_30.265,6
103.755_30.264,6
103.760_30.263,6
103.766_30.264,6
103.732_30.266,6
103.726_30.266,6
103.721_30.266,6
103.738_30.266,6
103.710_30.267,6
103.716_30.266,6
103.705_30.269,6
103.701_30.273,6
103.744_30.266,6
103.733_30.269,6
103.723_30.272,6
103.776_30.268,6
103.789_30.278,6
103.781_30.271,6
103.784_30.274,6
103.693_30.286,6
103.694_30.281,6
103.697_30.277,6
103.692_30.291,6
103.777_30.277,6
103.766_30.278,6
103.744_30.284,6
103.750_30.283,6
103.739_30.286,6
103.713_30.296,6
103.704_30.309,6
103.706_30.304,6
103.709_30.300,6
103.704_30.314,6
103.728_30.289,6
103.733_30.287,6
103.723_30.291,6
103.717_30.293,6
103.821_30.303,6
103.825_30.306,6
103.830_30.310,6
103.817_30.300,6
103.813_30.297,6
103.796_30.284,6
103.805_30.291,6
103.793_30.281,6
103.783_30.277,6
103.789_30.279,6
103.790_30.278,6
103.799_30.284,6
103.794_30.281,6
103.795_30.282,6
103.840_30.319,6
103.837_30.315,6
103.830_30.309,6
103.815_30.297,6
103.822_30.303,6
103.833_30.310,6
103.811_30.294,6
103.839_30.317,6
103.824_30.303,6
103.807_30.291,6
103.803_30.288,6
103.802_30.287,6
103.798_30.284,6
103.817_30.303,6
103.814_30.298,6
103.810_30.294,6
103.819_30.307,6
103.786_30.268,6
103.772_30.261,6
103.790_30.271,6
103.777_30.262,6
103.782_30.265,6
103.802_30.280,6
103.798_30.277,6
103.808_30.285,6
103.794_30.274,6
103.818_30.293,6
103.841_30.316,6
103.839_30.312,6
103.843_30.320,6
103.845_30.324,6
103.756_30.262,6
103.747_30.265,6
103.767_30.260,6
103.737_30.268,6
103.836_30.308,6
103.833_30.305,6
103.825_30.298,6
103.772_30.320,6
103.760_30.323,6
103.766_30.321,6
103.755_30.324,6
103.783_30.317,6
103.839_30.340,6
103.847_30.346,6
103.854_30.352,6
103.858_30.356,6
103.831_30.334,6
103.749_30.326,6
103.744_30.327,6
103.738_30.329,6
103.733_30.332,6
103.729_30.335,6
103.814_30.318,6
103.799_30.314,6
103.804_30.314,6
103.809_30.315,6
103.819_30.321,6
103.820_30.324,6
103.824_30.328,6
103.816_30.322,6
103.812_30.318,6
103.828_30.331,6
103.794_30.314,6
103.803_30.317,6
103.799_30.315,6
103.831_30.330,6
103.826_30.327,6
103.834_30.333,6
103.822_30.324,6
103.808_30.316,6
103.812_30.316,6
103.819_30.318,6
103.722_30.349,6
103.723_30.345,6
103.725_30.339,6
103.721_30.354,6
103.768_30.321,6
103.797_30.313,6
103.778_30.318,6
103.758_30.324,6
103.788_30.315,6
103.804_30.312,6
103.809_30.313,6
103.753_30.325,6
103.733_30.331,6
103.748_30.327,6
103.738_30.330,6
103.743_30.328,6
103.784_30.314,6
103.758_30.321,6
103.779_30.315,6
103.768_30.318,6
103.763_30.320,6
103.789_30.313,6
103.752_30.323,6
103.732_30.333,6
103.747_30.325,6
103.736_30.329,6
103.742_30.327,6
103.728_30.337,6
103.725_30.342,6
103.722_30.352,6
103.723_30.346,6
103.728_30.338,6
103.722_30.358,6
103.742_30.329,6
103.747_30.327,6
103.737_30.331,6
103.732_30.334,6
103.729_30.333,6
103.725_30.337,6
103.722_30.340,6
103.720_30.344,6
103.722_30.353,6
103.723_30.348,6
103.722_30.359,6
103.720_30.331,6
103.731_30.325,6
103.736_30.323,6
103.727_30.326,6
103.723_30.328,6
103.740_30.322,6
103.744_30.321,6
103.806_30.326,6
103.802_30.322,6
103.797_30.319,6
103.793_30.316,6
103.810_30.329,6
103.788_30.313,6
103.818_30.335,6
103.784_30.310,6
103.766_30.315,6
103.774_30.313,6
103.757_30.317,6
103.749_30.320,6
103.734_30.316,6
103.740_30.314,6
103.729_30.318,6
103.745_30.312,6
103.724_30.321,6
103.750_30.311,6
103.773_30.307,6
103.756_30.309,6
103.767_30.307,6
103.778_30.308,6
103.793_30.309,6
103.799_30.311,6
103.789_30.309,6
103.803_30.312,6
103.716_30.334,6
103.717_30.330,6
103.720_30.325,6
103.715_30.340,6
103.780_30.318,6
103.759_30.324,6
103.790_30.315,6
103.764_30.322,6
103.798_30.313,6
103.769_30.321,6
103.815_30.315,6
103.805_30.312,6
103.820_30.315,6
103.810_30.313,6
103.819_30.317,6
103.823_30.320,6
103.832_30.326,6
103.828_30.323,6
103.836_30.330,6
103.827_30.323,6
103.750_30.333,6
103.755_30.332,6
103.745_30.334,6
103.764_30.329,6
103.760_30.330,6
103.787_30.322,6
103.796_30.319,6
103.778_30.325,6
103.768_30.328,6
103.805_30.317,6
103.727_30.344,6
103.731_30.340,6
103.735_30.338,6
103.740_30.336,6
103.724_30.349,6
104.621_31.835,6
104.622_31.837,6
104.614_31.819,6
104.618_31.829,6
104.613_31.816,6
104.616_31.824,6
104.344_31.231,6
104.351_31.235,6
104.406_31.312,6
104.396_31.287,6
104.374_31.252,6
104.310_31.213,6
104.550_31.663,6
104.529_31.611,6
104.571_31.715,6
104.508_31.560,6
104.592_31.765,6
104.444_31.405,6
104.465_31.456,6
104.486_31.507,6
104.423_31.355,6
104.415_31.334,6
104.630_31.860,6
104.632_31.880,6
104.630_31.938,6
104.627_31.998,6
104.624_32.052,6
104.623_31.840,6
104.628_31.855,6
104.627_31.852,6
104.625_31.844,6
104.626_31.848,6
104.617_32.175,6
104.607_32.357,6
104.612_32.262,6
104.621_32.112,6
104.153_35.748,6
104.160_35.609,6
104.139_36.023,6
104.167_35.473,6
104.131_36.162,6
105.509_38.021,6
105.172_37.799,6
105.375_37.985,6
105.255_37.910,6
105.640_38.053,6
104.219_36.419,6
104.298_36.535,6
104.377_36.652,6
104.149_36.298,6
104.615_36.999,6
104.694_37.114,6
104.536_36.884,6
104.774_37.230,6
104.933_37.458,6
104.853_37.344,6
105.013_37.572,6
105.093_37.686,6
104.571_32.871,6
104.582_32.799,6
104.590_32.729,6
104.595_32.601,6
104.593_32.663,6
104.192_35.199,6
104.215_35.063,6
104.237_34.928,6
104.174_35.336,6
104.326_34.387,6
104.304_34.520,6
104.260_34.791,6
104.282_34.654,6
103.563_34.219,6
103.632_34.120,6
104.541_32.822,6
104.489_32.905,6
104.411_33.017,6
103.486_34.329,6
102.393_36.494,6
101.954_36.555,6
102.300_36.576,6
102.218_36.598,6
102.110_36.628,6
102.000_36.657,6
102.511_35.694,6
102.680_35.462,6
102.595_35.579,6
102.419_35.809,6
102.324_35.920,6
103.164_34.786,6
103.246_34.669,6
103.326_34.557,6
103.085_34.896,6
103.405_34.445,6
102.110_36.246,6
102.154_36.135,6
101.888_36.573,6
102.231_36.029,6
102.843_35.235,6
102.762_35.349,6
102.925_35.122,6
103.006_35.008,6
103.280_34.961,6
102.712_35.851,6
102.957_35.470,6
103.120_35.214,6
102.476_36.214,6
104.562_32.645,6
104.585_32.575,6
104.401_33.026,6
104.511_32.767,6
104.603_32.424,6
104.588_32.562,6
104.608_32.339,6
104.612_32.270,6
103.442_34.704,6
103.759_34.194,6
103.522_34.576,6
103.681_34.321,6
104.604_32.417,6
104.600_32.501,6
104.609_32.324,6
104.612_32.264,6
104.629_31.890,6
104.631_31.922,6
104.628_31.886,6
104.627_31.991,6
104.616_32.199,6
104.624_32.058,6
104.620_32.128,6
104.243_31.081,6
104.266_31.090,6
104.201_31.064,6
104.289_31.099,6
104.309_31.107,6
104.474_31.172,6
104.470_31.170,6
104.457_31.165,6
104.461_31.167,6
104.465_31.168,6
104.153_31.045,6
104.176_31.055,6
104.129_31.036,6
104.105_31.027,6
104.083_31.018,6
104.002_30.985,6
103.996_30.980,6
104.010_30.989,6
104.034_30.999,6
104.058_31.008,6
103.952_30.896,6
103.962_30.918,6
103.972_30.940,6
103.942_30.875,6
103.975_30.947,6
104.400_31.143,6
104.349_31.123,6
104.454_31.164,6
104.330_31.115,6
103.985_30.968,6
103.990_30.974,6
103.981_30.961,6
103.978_30.954,6
103.674_30.329,6
103.664_30.302,6
103.664_30.306,6
103.667_30.316,6
103.665_30.297,6
103.676_30.286,6
103.671_30.289,6
103.681_30.284,6
103.667_30.293,6
103.720_30.423,6
103.727_30.437,6
103.713_30.410,6
103.707_30.396,6
103.694_30.370,6
103.687_30.356,6
103.700_30.383,6
103.680_30.342,6
103.747_30.478,6
103.740_30.464,6
103.754_30.491,6
103.734_30.451,6
103.692_30.281,6
103.697_30.279,6
103.686_30.282,6
103.702_30.278,6
104.654_31.337,6
104.652_31.331,6
104.657_31.346,6
104.656_31.341,6
104.660_31.355,6
104.659_31.351,6
104.661_31.361,6
104.662_31.365,6
104.663_31.400,6
104.651_31.596,6
104.659_31.464,6
104.655_31.529,6
104.626_32.002,6
104.630_31.932,6
104.634_31.862,6
104.623_32.071,6
104.648_31.323,6
104.650_31.327,6
104.642_31.313,6
104.642_31.726,6
104.646_31.662,6
104.638_31.796,6
103.807_30.604,6
103.801_30.590,6
103.814_30.619,6
103.794_30.576,6
103.787_30.561,6
103.837_30.666,6
103.845_30.682,6
103.829_30.650,6
103.822_30.635,6
103.854_30.698,6
103.768_30.520,6
103.774_30.534,6
103.761_30.505,6
103.781_30.547,6
103.892_30.770,6
103.882_30.752,6
103.873_30.734,6
103.863_30.715,6
103.902_30.791,6
103.923_30.833,6
103.912_30.812,6
103.933_30.854,6
104.608_31.275,6
104.612_31.279,6
104.604_31.271,6
104.619_31.285,6
104.600_31.268,6
104.596_31.264,6
104.492_31.180,6
104.489_31.178,6
104.496_31.181,6
104.483_31.176,6
104.477_31.173,6
104.549_31.221,6
104.500_31.183,6
104.508_31.188,6
104.503_31.185,6
104.593_31.261,6
104.625_31.291,6
104.630_31.297,6
104.619_31.286,6
104.632_31.299,6
104.638_31.307,6
104.658_31.426,6
104.655_31.417,6
104.657_31.423,6
104.656_31.420,6
104.657_31.422,6
104.659_31.461,6
104.652_31.577,6
104.655_31.519,6
104.658_31.430,6
104.648_31.639,6
104.644_31.697,6
104.636_31.388,6
104.642_31.394,6
104.638_31.390,6
104.632_31.384,6
104.639_31.391,6
104.641_31.394,6
104.643_31.397,6
104.646_31.401,6
104.646_31.400,6
104.643_31.396,6
104.630_31.947,6
104.640_31.756,6
104.626_32.011,6
104.633_31.883,6
104.637_31.823,6
104.623_32.076,6
104.649_31.404,6
104.645_31.398,6
104.647_31.401,6
104.651_31.408,6
104.653_31.411,6
104.612_31.372,6
104.609_31.371,6
104.617_31.375,6
104.600_31.366,6
104.604_31.368,6
104.628_31.382,6
104.632_31.385,6
104.625_31.380,6
104.622_31.378,6
104.654_31.414,6
104.652_31.411,6
104.650_31.407,6
104.061_35.586,6
104.079_35.187,6
103.953_35.951,6
104.048_35.714,6
103.999_35.835,6
103.897_36.071,6
104.641_31.736,6
104.638_31.793,6
104.645_31.675,6
104.635_31.854,6
104.631_31.913,6
104.652_31.566,6
104.649_31.620,6
104.659_31.457,6
104.655_31.512,6
104.659_31.429,6
104.628_31.974,6
104.615_32.232,6
104.618_32.168,6
104.625_32.038,6
104.621_32.102,6
104.606_32.383,6
104.611_32.300,6
104.601_32.459,6
104.564_32.710,6
104.554_32.739,6
104.086_35.064,6
104.100_34.781,6
104.127_34.246,6
104.114_34.509,6
104.463_32.911,6
104.620_31.376,6
104.623_31.378,6
104.628_31.381,6
104.773_31.455,6
104.720_31.427,6
104.669_31.401,6
104.827_31.484,6
104.931_31.541,6
104.879_31.513,6
104.778_31.458,6
104.730_31.432,6
104.983_31.569,6
104.629_31.383,6
104.626_31.381,6
104.633_31.386,6
104.623_31.379,6
104.636_31.389,6
104.638_31.392,6
104.616_31.374,6
104.611_31.372,6
104.609_31.370,6
104.612_31.371,6
104.608_31.370,6
104.650_31.409,6
104.653_31.413,6
104.648_31.404,6
104.657_31.427,6
104.658_31.431,6
104.656_31.423,6
104.655_31.418,6
104.644_31.700,6
104.647_31.647,6
104.650_31.592,6
104.654_31.536,6
104.657_31.480,6
104.640_31.758,6
104.630_31.936,6
104.627_32.002,6
104.637_31.817,6
104.633_31.878,6
104.589_32.721,6
104.527_32.878,6
104.590_32.717,6
104.586_32.746,6
104.590_32.711,6
104.590_32.707,6
104.481_32.964,6
103.818_34.017,6
103.884_33.921,6
103.736_34.136,6
103.483_34.499,6
103.395_34.624,6
103.230_34.858,6
102.889_35.335,6
103.145_34.978,6
102.718_35.573,6
103.060_35.096,6
103.314_34.738,6
99.963_37.967,6
100.993_37.454,6
100.270_37.835,6
100.721_37.639,6
99.809_38.032,6
101.571_36.943,6
101.685_36.841,6
101.109_37.353,6
101.454_37.047,6
101.224_37.252,6
104.597_32.566,6
104.594_32.637,6
104.591_32.697,6
104.590_32.701,6
104.603_32.439,6
101.800_36.737,6
102.374_36.053,6
102.116_36.411,6
102.545_35.812,6
102.631_35.693,6
94.058_40.493,6
94.201_40.406,6
94.343_40.319,6
94.773_40.072,6
94.483_40.232,6
94.623_40.146,6
93.770_40.667,6
93.464_40.837,6
93.310_40.914,6
93.152_40.993,6
93.914_40.580,6
95.417_39.829,6
95.255_39.890,6
95.577_39.767,6
95.738_39.705,6
95.093_39.951,6
92.858_41.139,6
93.011_41.063,6
92.706_41.215,6
92.540_41.296,6
89.774_42.703,6
89.626_42.780,6
89.927_42.624,6
89.484_42.853,6
89.044_43.071,6
91.301_41.915,6
91.153_41.991,6
91.455_41.836,6
90.943_42.098,6
91.918_41.598,6
92.076_41.522,6
91.609_41.756,6
92.230_41.447,6
90.221_42.470,6
90.825_42.158,6
90.080_42.544,6
89.803_42.688,6
89.220_42.987,6
89.656_42.764,6
87.856_43.597,6
87.752_43.657,6
87.559_43.768,6
90.216_42.472,6
90.523_42.310,6
89.949_42.612,6
90.983_42.078,6
91.449_41.838,6
92.359_41.384,6
92.207_41.458,6
91.899_41.606,6
92.811_41.162,6
91.748_41.683,6
95.121_39.941,6
95.589_39.762,6
94.950_40.005,6
95.742_39.703,6
94.244_40.379,6
94.656_40.126,6
94.808_40.059,6
94.096_40.469,6
93.833_40.629,6
93.545_40.796,6
93.970_40.546,6
92.959_41.089,6
97.500_39.010,6
97.011_39.202,6
96.851_39.266,6
96.695_39.329,6
98.102_38.760,6
99.502_38.162,6
98.750_38.490,6
99.604_38.119,6
98.406_38.632,6
98.261_38.693,6
96.220_39.517,6
96.378_39.455,6
96.537_39.392,6
96.060_39.580,6
95.898_39.643,6
96.053_39.583,6
96.209_39.521,6
103.742_30.342,6
103.767_30.335,6
103.757_30.338,6
103.746_30.341,6
103.762_30.337,6
103.751_30.339,6
103.752_30.339,6
103.758_30.337,6
103.753_30.339,6
103.777_30.328,6
103.761_30.335,6
103.792_30.321,6
103.747_30.340,6
103.727_30.355,6
103.733_30.345,6
103.736_30.344,6
103.726_30.360,6
103.730_30.349,6
103.726_30.365,6
103.769_30.334,6
103.796_30.328,6
103.764_30.335,6
103.774_30.333,6
103.802_30.328,6
103.786_30.329,6
103.808_30.329,6
103.733_30.349,6
103.730_30.353,6
103.726_30.367,6
103.728_30.357,6
103.726_30.362,6
103.737_30.345,6
103.730_30.377,6
103.729_30.359,6
103.728_30.363,6
103.731_30.354,6
103.729_30.358,6
103.797_30.333,6
103.787_30.336,6
103.818_30.331,6
103.823_30.333,6
103.813_30.330,6
103.808_30.331,6
103.752_30.346,6
103.757_30.345,6
103.762_30.343,6
103.747_30.348,6
103.777_30.339,6
103.767_30.342,6
103.812_30.323,6
103.820_30.329,6
103.808_30.320,6
103.824_30.332,6
103.816_30.326,6
103.828_30.335,6
103.728_30.367,6
103.728_30.362,6
103.730_30.358,6
103.734_30.355,6
103.737_30.352,6
103.728_30.371,6
103.730_30.375,6
103.730_30.365,6
103.728_30.365,6
103.729_30.370,6
103.736_30.390,6
103.725_30.352,6
103.723_30.355,6
103.728_30.347,6
103.723_30.359,6
103.724_30.358,6
103.742_30.350,6
103.739_30.353,6
103.732_30.360,6
103.735_30.356,6
103.836_30.341,6
103.827_30.335,6
103.844_30.347,6
103.832_30.338,6
103.739_30.346,6
103.743_30.344,6
103.748_30.341,6
103.734_30.350,6
103.729_30.341,6
103.738_30.333,6
103.733_30.337,6
103.726_30.347,6
103.733_30.347,6
103.729_30.351,6
103.737_30.344,6
103.727_30.368,6
103.728_30.372,6
103.734_30.386,6
98.110_38.710,6
97.850_38.810,6
99.772_37.991,6
99.913_37.931,6
100.372_37.734,6
101.196_37.060,6
101.294_36.949,6
101.393_36.836,6
101.498_36.715,6
101.098_37.172,6
94.023_39.267,6
93.847_39.244,6
93.672_39.221,6
93.496_39.198,6
94.193_39.288,6
100.523_37.668,6
100.674_37.603,6
100.800_37.507,6
100.900_37.396,6
100.999_37.283,6
96.556_39.328,6
97.775_38.839,6
97.173_39.083,6
97.329_39.020,6
95.211_39.412,6
95.040_39.392,6
95.713_39.470,6
95.380_39.432,6
94.534_39.331,6
94.703_39.352,6
94.364_39.310,6
94.873_39.372,6
81.824_39.375,6
81.636_39.342,6
81.053_39.237,6
82.199_39.440,6
80.462_39.127,6
82.763_39.536,6
86.270_39.989,6
86.089_40.011,6
85.545_39.963,6
86.823_39.913,6
85.366_39.938,6
85.189_39.912,6
79.676_38.976,6
79.286_38.899,6
80.268_39.091,6
79.872_39.015,6
80.068_39.052,6
85.008_39.886,6
84.237_39.771,6
83.707_39.689,6
83.511_39.658,6
83.138_39.597,6
77.736_38.578,6
77.514_38.559,6
77.099_38.779,6
76.977_38.864,6
76.906_38.965,6
78.123_38.660,6
78.323_38.702,6
78.891_38.819,6
79.091_38.860,6
102.088_36.029,6
102.281_35.801,6
102.378_35.686,6
102.474_35.571,6
101.696_36.487,6
101.892_36.258,6
101.990_36.144,6
101.597_36.601,6
102.762_35.226,6
102.849_35.121,6
102.667_35.341,6
102.570_35.457,6
104.591_32.685,6
104.596_32.590,6
104.595_32.612,6
104.603_32.442,6
104.581_32.758,6
104.591_32.695,6
103.609_34.189,6
103.415_34.430,6
103.048_34.879,6
102.953_34.996,6
103.140_34.767,6
103.230_34.657,6
91.896_39.094,6
91.705_39.123,6
92.441_39.054,6
92.259_39.047,6
92.062_39.069,6
92.966_39.126,6
93.142_39.151,6
93.321_39.175,6
92.791_39.102,6
92.617_39.078,6
87.533_39.810,6
87.183_39.862,6
87.007_39.887,6
87.888_39.757,6
89.538_39.494,6
89.901_39.434,6
89.000_39.583,6
88.632_39.642,6
90.988_39.243,6
90.626_39.308,6
90.268_39.370,6
92.355_39.047,6
92.175_39.053,6
92.533_39.066,6
91.997_39.079,6
91.822_39.105,6
94.277_39.299,6
93.927_39.254,6
93.752_39.232,6
93.579_39.209,6
94.452_39.321,6
94.787_39.362,6
95.150_39.405,6
95.326_39.426,6
94.627_39.342,6
95.483_39.444,6
96.692_39.274,6
96.368_39.403,6
96.029_39.496,6
96.204_39.465,6
95.681_39.466,6
97.275_39.042,6
97.663_38.885,6
96.856_39.208,6
98.273_38.632,6
92.704_39.090,6
93.056_39.139,6
92.878_39.114,6
93.230_39.162,6
91.453_39.160,6
91.641_39.132,6
91.289_39.188,6
90.934_39.253,6
78.515_38.794,6
79.129_38.919,6
79.320_38.957,6
78.398_38.769,6
80.793_39.240,6
79.682_39.029,6
80.424_39.172,6
85.377_39.990,6
84.657_39.885,6
85.558_40.016,6
85.183_39.962,6
84.838_39.912,6
85.019_39.938,6
81.718_39.407,6
81.337_39.340,6
81.907_39.441,6
80.975_39.274,6
82.088_39.472,6
84.111_39.803,6
83.915_39.772,6
84.294_39.831,6
84.459_39.856,6
83.729_39.743,6
82.450_39.534,6
82.639_39.566,6
83.006_39.627,6
82.265_39.503,6
83.178_39.655,6
85.744_40.042,6
85.921_40.062,6
86.100_40.061,6
98.960_38.350,6
98.810_38.410,6
100.019_37.848,6
100.504_37.639,6
98.619_38.485,6
98.464_38.551,6
101.872_36.594,6
101.790_36.718,6
101.956_36.468,6
101.137_37.369,6
100.660_37.571,6
103.126_34.847,6
103.037_34.973,6
102.499_35.725,6
102.047_36.344,6
102.676_35.479,6
103.309_34.588,6
103.392_34.469,6
103.465_34.364,6
103.745_33.959,6
103.658_34.085,6
104.010_33.560,6
104.538_32.834,6
104.602_32.443,6
104.595_32.605,6
104.588_32.719,6
88.625_39.643,6
89.524_39.497,6
89.345_39.527,6
89.164_39.556,6
88.448_39.671,6
90.397_39.348,6
90.057_39.407,6
