position,module
105.916_30.727,3
105.854_30.718,3
105.926_30.728,3
105.778_30.707,3
105.655_30.690,3
105.591_30.681,3
105.717_30.699,3
105.530_30.672,3
105.959_30.731,3
105.935_30.729,3
105.969_30.731,3
105.871_30.610,3
105.933_30.605,3
105.809_30.615,3
105.743_30.620,3
105.997_30.601,3
106.057_30.596,3
105.551_30.634,3
105.616_30.630,3
105.679_30.625,3
105.487_30.639,3
105.429_30.643,3
105.363_30.647,3
106.226_30.582,3
106.223_30.583,3
106.216_30.583,3
106.152_30.588,3
106.236_30.582,3
106.270_30.578,3
106.273_30.578,3
106.284_30.575,3
106.254_30.580,3
106.242_30.581,3
106.313_30.564,3
106.304_30.568,3
106.295_30.572,3
106.319_30.561,3
106.328_30.555,3
106.402_30.455,3
106.417_30.452,3
106.431_30.447,3
106.438_30.444,3
106.434_30.445,3
105.664_30.592,3
105.857_30.557,3
105.734_30.580,3
105.797_30.568,3
105.604_30.603,3
106.450_30.437,3
106.455_30.435,3
106.447_30.439,3
106.442_30.442,3
106.458_30.433,3
106.311_30.472,3
106.243_30.485,3
106.372_30.460,3
106.181_30.497,3
106.051_30.521,3
105.987_30.533,3
106.114_30.509,3
105.923_30.545,3
106.397_30.456,3
106.381_30.459,3
106.389_30.457,3
106.227_30.590,3
106.249_30.589,3
106.238_30.590,3
106.221_30.590,3
106.218_30.591,3
105.948_30.609,3
106.009_30.605,3
106.071_30.600,3
106.136_30.596,3
106.210_30.591,3
105.810_30.618,3
105.872_30.614,3
105.745_30.622,3
105.687_30.626,3
106.314_30.568,3
106.306_30.572,3
106.330_30.556,3
106.300_30.575,3
106.277_30.584,3
106.257_30.588,3
106.289_30.580,3
106.267_30.586,3
105.559_30.635,3
105.621_30.631,3
105.502_30.638,3
105.448_30.642,3
106.139_30.568,3
106.097_30.572,3
106.008_30.582,3
106.201_30.561,3
106.262_30.554,3
106.297_30.550,3
106.306_30.549,3
106.290_30.551,3
106.314_30.547,3
106.274_30.553,3
105.697_30.614,3
105.757_30.608,3
105.946_30.588,3
105.821_30.601,3
105.883_30.595,3
106.343_30.537,3
106.350_30.533,3
106.334_30.541,3
106.327_30.543,3
106.387_30.502,3
105.573_30.627,3
105.631_30.621,3
105.515_30.633,3
105.450_30.639,3
105.391_30.645,3
106.265_30.549,3
106.202_30.556,3
106.269_30.549,3
106.274_30.548,3
106.143_30.563,3
106.069_30.571,3
105.862_30.594,3
106.008_30.578,3
105.933_30.586,3
105.798_30.601,3
106.345_30.532,3
106.361_30.523,3
106.352_30.529,3
106.357_30.526,3
106.393_30.497,3
105.530_30.630,3
105.595_30.623,3
105.659_30.616,3
105.734_30.608,3
105.459_30.638,3
106.334_30.537,3
106.296_30.546,3
106.284_30.547,3
106.279_30.548,3
106.343_30.543,3
106.284_30.567,3
106.335_30.548,3
106.357_30.531,3
106.291_30.565,3
106.408_30.484,3
106.265_30.569,3
106.250_30.570,3
106.260_30.569,3
106.255_30.570,3
106.244_30.571,3
105.913_30.601,3
106.112_30.583,3
106.176_30.577,3
105.977_30.595,3
106.041_30.590,3
105.627_30.626,3
105.559_30.632,3
105.490_30.637,3
105.421_30.643,3
105.867_30.605,3
105.761_30.614,3
105.686_30.621,3
106.338_30.505,3
106.313_30.509,3
106.319_30.508,3
106.249_30.519,3
106.187_30.528,3
106.014_30.554,3
105.955_30.562,3
106.074_30.545,3
105.897_30.571,3
106.132_30.536,3
106.347_30.504,3
106.374_30.497,3
106.355_30.502,3
106.370_30.498,3
106.361_30.501,3
105.659_30.606,3
105.714_30.598,3
105.771_30.589,3
105.827_30.581,3
106.400_30.485,3
106.405_30.482,3
106.385_30.493,3
106.408_30.480,3
106.028_30.691,3
105.966_30.687,3
106.038_30.692,3
106.082_30.694,3
105.894_30.683,3
106.106_30.691,3
106.101_30.692,3
106.097_30.692,3
106.087_30.693,3
106.092_30.693,3
106.109_30.690,3
106.113_30.689,3
106.117_30.688,3
106.150_30.673,3
106.202_30.644,3
105.787_30.676,3
105.723_30.672,3
105.661_30.668,3
105.594_30.663,3
105.422_30.652,3
105.482_30.656,3
105.535_30.659,3
105.368_30.648,3
106.217_30.587,3
106.212_30.588,3
106.207_30.588,3
106.223_30.587,3
106.139_30.593,3
106.003_30.603,3
105.930_30.608,3
106.072_30.598,3
105.867_30.613,3
106.243_30.585,3
106.237_30.586,3
106.233_30.586,3
106.229_30.586,3
105.521_30.637,3
105.457_30.642,3
105.583_30.633,3
105.396_30.646,3
105.647_30.628,3
105.711_30.624,3
105.792_30.618,3
106.251_30.584,3
106.247_30.585,3
106.326_30.557,3
106.769_30.136,3
106.765_30.139,3
106.774_30.132,3
106.779_30.128,3
106.783_30.126,3
106.786_30.123,3
106.731_30.174,3
106.734_30.171,3
106.739_30.165,3
106.736_30.168,3
106.684_30.222,3
106.825_30.090,3
106.762_30.144,3
106.778_30.133,3
106.869_30.048,3
106.746_30.158,3
106.743_30.161,3
106.750_30.154,3
106.753_30.150,3
106.756_30.148,3
106.762_30.142,3
106.759_30.145,3
105.951_30.581,3
105.820_30.596,3
105.884_30.589,3
105.622_30.619,3
105.755_30.604,3
105.693_30.611,3
106.209_30.551,3
106.016_30.574,3
106.274_30.543,3
106.146_30.558,3
106.082_30.566,3
106.356_30.524,3
106.351_30.526,3
106.365_30.519,3
106.344_30.529,3
106.366_30.518,3
106.329_30.535,3
106.289_30.541,3
106.279_30.542,3
106.338_30.532,3
106.165_30.523,3
106.072_30.538,3
106.228_30.513,3
106.009_30.548,3
105.946_30.558,3
106.365_30.491,3
106.291_30.503,3
106.353_30.493,3
106.401_30.480,3
106.434_30.459,3
105.628_30.607,3
105.442_30.636,3
105.564_30.617,3
105.503_30.627,3
105.380_30.645,3
105.821_30.578,3
105.755_30.588,3
105.691_30.598,3
105.882_30.568,3
105.894_30.599,3
105.958_30.593,3
105.833_30.605,3
105.692_30.618,3
105.750_30.613,3
106.279_30.562,3
106.283_30.562,3
106.293_30.560,3
106.338_30.543,3
106.341_30.541,3
105.625_30.624,3
105.570_30.629,3
105.444_30.641,3
105.511_30.635,3
105.386_30.646,3
106.148_30.575,3
106.213_30.569,3
106.081_30.582,3
106.019_30.588,3
106.000_30.568,3
106.060_30.560,3
105.935_30.576,3
106.124_30.552,3
105.871_30.584,3
106.249_30.535,3
106.325_30.527,3
106.315_30.528,3
106.186_30.543,3
106.366_30.514,3
105.620_30.616,3
105.688_30.608,3
105.745_30.600,3
105.813_30.592,3
105.436_30.639,3
105.552_30.625,3
105.493_30.632,3
105.370_30.647,3
106.272_30.561,3
106.280_30.560,3
106.293_30.558,3
106.276_30.560,3
106.296_30.558,3
106.210_30.567,3
106.041_30.584,3
105.972_30.591,3
106.143_30.574,3
105.908_30.597,3
105.622_30.624,3
105.684_30.618,3
105.745_30.612,3
105.807_30.607,3
105.551_30.631,3
105.482_30.637,3
105.409_30.644,3
106.013_30.587,3
106.077_30.581,3
105.931_30.595,3
106.144_30.574,3
106.282_30.560,3
106.279_30.561,3
106.209_30.568,3
106.294_30.558,3
105.799_30.608,3
105.869_30.601,3
105.739_30.613,3
105.666_30.620,3
105.533_30.632,3
105.472_30.638,3
105.596_30.627,3
105.400_30.645,3
105.379_30.649,3
105.316_30.640,3
105.255_30.633,3
105.449_30.659,3
105.194_30.627,3
106.087_30.698,3
106.138_30.678,3
106.188_30.651,3
106.019_30.715,3
105.728_30.699,3
105.662_30.690,3
105.521_30.669,3
105.597_30.680,3
105.886_30.721,3
105.804_30.710,3
105.963_30.722,3
107.143_29.768,3
107.145_29.764,3
107.141_29.772,3
107.139_29.776,3
107.114_29.810,3
107.099_29.828,3
107.014_29.909,3
107.055_29.869,3
106.971_29.949,3
107.107_29.818,3
107.103_29.822,3
107.109_29.816,3
107.112_29.813,3
107.100_29.826,3
107.491_29.671,3
107.495_29.670,3
107.486_29.672,3
107.496_29.670,3
107.487_29.672,3
107.482_29.673,3
107.499_29.669,3
107.500_29.668,3
107.496_29.669,3
107.504_29.667,3
107.499_29.668,3
107.490_29.671,3
107.485_29.672,3
107.489_29.671,3
107.484_29.673,3
107.479_29.674,3
107.493_29.671,3
107.489_29.672,3
107.488_29.672,3
107.492_29.671,3
107.480_29.674,3
107.475_29.675,3
107.483_29.673,3
107.490_29.672,3
107.474_29.675,3
107.497_29.671,3
107.497_29.670,3
107.485_29.673,3
107.422_29.689,3
107.469_29.676,3
107.465_29.677,3
107.460_29.679,3
107.464_29.678,3
107.473_29.675,3
107.481_29.674,3
107.470_29.676,3
107.477_29.674,3
107.462_29.678,3
107.468_29.677,3
107.466_29.677,3
107.477_29.675,3
107.509_29.666,3
107.501_29.668,3
107.498_29.669,3
107.502_29.668,3
107.505_29.667,3
107.513_29.665,3
107.494_29.670,3
107.467_29.677,3
107.471_29.676,3
107.476_29.675,3
107.463_29.678,3
107.406_29.693,3
107.461_29.679,3
107.466_29.678,3
107.482_29.674,3
107.486_29.673,3
107.504_29.670,3
107.499_29.670,3
107.495_29.671,3
107.495_29.672,3
107.499_29.671,3
107.500_29.671,3
107.487_29.673,3
107.478_29.675,3
107.402_29.694,3
107.279_29.720,3
107.340_29.708,3
107.226_29.736,3
107.231_29.735,3
107.278_29.721,3
107.226_29.737,3
107.221_29.738,3
107.230_29.735,3
107.342_29.708,3
107.347_29.706,3
107.478_29.674,3
107.417_29.690,3
107.472_29.676,3
107.416_29.690,3
107.548_29.657,3
107.481_29.673,3
107.290_29.718,3
107.356_29.705,3
107.355_29.705,3
107.418_29.690,3
107.415_29.691,3
107.412_29.691,3
107.231_29.734,3
107.757_29.634,3
107.885_29.623,3
107.953_29.616,3
107.821_29.629,3
107.627_29.646,3
107.689_29.640,3
107.562_29.654,3
107.630_29.646,3
107.693_29.640,3
107.570_29.652,3
107.230_29.731,3
107.227_29.735,3
107.294_29.717,3
107.291_29.718,3
107.353_29.705,3
107.240_29.731,3
107.231_29.733,3
107.488_29.671,3
107.493_29.670,3
107.492_29.670,3
107.432_29.686,3
107.497_29.669,3
108.535_29.547,3
108.470_29.554,3
108.602_29.540,3
108.406_29.561,3
108.272_29.576,3
108.341_29.568,3
108.207_29.583,3
108.800_29.517,3
108.734_29.525,3
108.665_29.532,3
107.952_29.610,3
108.019_29.603,3
108.083_29.596,3
107.882_29.618,3
107.751_29.631,3
107.686_29.638,3
107.815_29.625,3
107.621_29.645,3
107.553_29.654,3
107.492_29.669,3
107.043_29.880,3
107.000_29.921,3
106.957_29.962,3
106.915_30.003,3
107.130_29.801,3
107.085_29.839,3
107.183_29.766,3
107.300_29.717,3
107.364_29.702,3
107.239_29.739,3
107.334_29.709,3
107.395_29.696,3
107.273_29.722,3
107.457_29.680,3
107.339_29.709,3
107.271_29.722,3
111.553_28.542,3
111.454_28.599,3
111.655_28.484,3
111.353_28.656,3
111.888_28.263,3
112.101_28.190,3
112.335_28.170,3
112.572_28.157,3
111.986_28.211,3
112.689_28.150,3
109.732_29.322,3
108.912_29.505,3
109.846_29.298,3
109.498_29.381,3
109.394_29.439,3
110.434_29.168,3
110.745_29.000,3
110.848_28.943,3
111.050_28.828,3
107.302_29.716,3
107.362_29.704,3
107.424_29.688,3
107.365_29.703,3
107.242_29.728,3
107.204_29.739,3
107.368_29.702,3
107.307_29.714,3
107.242_29.727,3
107.209_29.737,3
107.240_29.728,3
107.426_29.687,3
107.423_29.688,3
107.363_29.703,3
107.298_29.717,3
107.234_29.731,3
107.426_29.688,3
107.361_29.703,3
107.352_29.705,3
107.408_29.692,3
107.483_29.672,3
107.421_29.689,3
107.274_29.721,3
107.397_29.695,3
107.396_29.696,3
107.336_29.709,3
107.458_29.679,3
107.335_29.709,3
107.455_29.680,3
107.429_29.686,3
107.491_29.670,3
107.618_29.646,3
107.683_29.640,3
107.487_29.671,3
107.552_29.655,3
107.419_29.690,3
107.358_29.704,3
107.233_29.729,3
107.209_29.736,3
107.297_29.716,3
107.410_29.692,3
107.283_29.720,3
107.222_29.734,3
107.348_29.707,3
107.351_29.706,3
107.484_29.672,3
107.476_29.674,3
107.480_29.673,3
107.472_29.675,3
107.479_29.673,3
107.210_29.737,3
107.205_29.739,3
107.226_29.732,3
107.200_29.741,3
107.295_29.717,3
107.357_29.705,3
107.235_29.730,3
107.531_29.661,3
107.535_29.660,3
107.539_29.659,3
107.526_29.662,3
107.521_29.663,3
107.518_29.663,3
107.530_29.661,3
107.522_29.662,3
107.525_29.662,3
107.526_29.661,3
107.533_29.660,3
107.529_29.661,3
107.537_29.659,3
107.544_29.658,3
107.527_29.661,3
107.523_29.662,3
107.506_29.667,3
107.515_29.664,3
107.511_29.665,3
107.510_29.666,3
107.503_29.668,3
107.516_29.664,3
107.507_29.666,3
107.520_29.663,3
107.503_29.667,3
107.512_29.665,3
107.442_29.684,3
107.541_29.659,3
107.536_29.660,3
107.544_29.659,3
107.546_29.658,3
107.550_29.658,3
107.551_29.658,3
107.542_29.659,3
107.562_29.656,3
107.550_29.659,3
107.540_29.659,3
107.554_29.658,3
107.554_29.657,3
107.534_29.660,3
107.558_29.657,3
107.545_29.659,3
107.546_29.659,3
107.556_29.657,3
107.531_29.662,3
107.544_29.660,3
107.535_29.661,3
107.549_29.660,3
107.545_29.660,3
107.539_29.661,3
107.555_29.660,3
107.539_29.660,3
107.560_29.659,3
107.536_29.661,3
107.550_29.660,3
107.555_29.659,3
107.540_29.660,3
107.551_29.660,3
107.514_29.665,3
107.518_29.664,3
107.508_29.666,3
107.522_29.663,3
107.515_29.665,3
107.521_29.664,3
107.519_29.664,3
107.567_29.660,3
107.553_29.660,3
107.562_29.660,3
107.576_29.660,3
107.559_29.660,3
107.571_29.660,3
107.572_29.660,3
107.548_29.660,3
107.566_29.660,3
107.557_29.660,3
107.559_29.658,3
107.564_29.658,3
107.555_29.658,3
107.572_29.658,3
107.577_29.659,3
107.568_29.658,3
107.567_29.658,3
107.556_29.658,3
107.569_29.658,3
107.565_29.658,3
107.572_29.659,3
107.561_29.658,3
107.561_29.657,3
107.541_29.661,3
107.537_29.661,3
107.532_29.662,3
107.525_29.663,3
107.530_29.662,3
107.546_29.660,3
107.552_29.660,3
107.517_29.665,3
107.558_29.660,3
107.536_29.662,3
107.534_29.662,3
107.541_29.660,3
107.538_29.661,3
107.547_29.661,3
107.523_29.663,3
107.527_29.662,3
107.532_29.661,3
107.528_29.662,3
107.529_29.662,3
107.511_29.666,3
107.507_29.667,3
107.517_29.664,3
107.456_29.680,3
107.508_29.667,3
107.501_29.669,3
107.504_29.668,3
107.553_29.659,3
107.557_29.659,3
107.542_29.660,3
107.567_29.659,3
107.563_29.658,3
107.562_29.659,3
107.549_29.659,3
107.557_29.658,3
107.548_29.659,3
107.538_29.660,3
107.571_29.659,3
107.581_29.661,3
107.583_29.662,3
107.657_29.678,3
107.578_29.661,3
107.785_29.713,3
107.722_29.696,3
107.589_29.662,3
107.627_29.670,3
107.594_29.662,3
107.154_29.784,3
107.215_29.749,3
107.068_29.858,3
107.108_29.820,3
107.023_29.901,3
106.982_29.940,3
106.938_29.982,3
106.895_30.023,3
107.325_29.711,3
107.264_29.728,3
107.385_29.698,3
107.564_29.660,3
107.569_29.660,3
107.573_29.660,3
107.561_29.660,3
107.554_29.660,3
107.577_29.661,3
107.524_29.662,3
107.528_29.661,3
107.519_29.663,3
107.532_29.660,3
107.560_29.660,3
107.573_29.661,3
107.579_29.661,3
107.569_29.661,3
107.564_29.661,3
107.555_29.661,3
107.565_29.660,3
107.550_29.661,3
107.537_29.662,3
107.533_29.662,3
107.528_29.663,3
107.543_29.661,3
107.523_29.664,3
107.546_29.661,3
107.553_29.657,3
107.542_29.658,3
107.733_29.640,3
107.671_29.645,3
107.604_29.649,3
107.549_29.657,3
107.527_29.663,3
107.524_29.663,3
107.522_29.664,3
107.520_29.664,3
107.567_29.661,3
107.563_29.661,3
107.558_29.661,3
107.572_29.661,3
107.554_29.661,3
107.506_29.666,3
107.510_29.665,3
107.502_29.667,3
107.570_29.659,3
107.566_29.658,3
107.564_29.659,3
107.562_29.658,3
107.547_29.658,3
107.552_29.658,3
107.543_29.659,3
107.537_29.660,3
107.533_29.661,3
107.164_29.770,3
107.161_29.772,3
107.158_29.774,3
107.167_29.768,3
107.154_29.778,3
107.160_29.773,3
107.151_29.780,3
107.157_29.775,3
107.170_29.766,3
107.155_29.777,3
107.164_29.771,3
107.154_29.777,3
107.156_29.777,3
107.152_29.780,3
107.151_29.781,3
107.162_29.772,3
107.160_29.772,3
107.158_29.775,3
107.153_29.779,3
107.159_29.774,3
107.157_29.776,3
107.155_29.778,3
107.163_29.770,3
107.159_29.775,3
107.227_29.736,3
107.222_29.738,3
107.213_29.742,3
107.218_29.740,3
107.209_29.744,3
107.216_29.741,3
107.219_29.740,3
107.212_29.742,3
107.223_29.738,3
107.216_29.740,3
107.175_29.763,3
107.172_29.765,3
107.165_29.769,3
107.168_29.767,3
107.178_29.761,3
107.182_29.759,3
107.169_29.767,3
107.163_29.771,3
107.179_29.761,3
107.178_29.760,3
107.182_29.758,3
107.171_29.765,3
107.189_29.754,3
107.181_29.759,3
107.185_29.756,3
107.174_29.763,3
107.183_29.757,3
107.186_29.756,3
107.194_29.751,3
107.200_29.748,3
107.204_29.746,3
107.197_29.749,3
107.196_29.750,3
107.207_29.745,3
107.212_29.743,3
107.199_29.749,3
107.207_29.744,3
107.210_29.744,3
107.199_29.750,3
107.203_29.748,3
107.207_29.746,3
107.211_29.743,3
107.206_29.746,3
107.186_29.757,3
107.195_29.752,3
107.202_29.748,3
107.190_29.755,3
107.214_29.742,3
107.191_29.753,3
107.195_29.750,3
107.192_29.752,3
107.188_29.755,3
107.188_29.754,3
107.187_29.756,3
107.194_29.752,3
107.190_29.754,3
107.201_29.748,3
107.197_29.750,3
107.198_29.750,3
107.193_29.752,3
107.185_29.757,3
107.180_29.761,3
107.176_29.763,3
107.173_29.765,3
107.183_29.759,3
107.168_29.768,3
107.167_29.769,3
107.172_29.766,3
107.175_29.764,3
107.206_29.745,3
107.210_29.743,3
107.202_29.747,3
107.198_29.749,3
107.203_29.746,3
107.199_29.748,3
107.195_29.751,3
107.214_29.741,3
107.203_29.747,3
107.170_29.765,3
107.159_29.773,3
107.166_29.768,3
107.162_29.771,3
107.156_29.776,3
107.162_29.770,3
107.165_29.768,3
107.212_29.741,3
107.215_29.740,3
107.222_29.737,3
107.226_29.735,3
107.218_29.739,3
107.218_29.738,3
107.230_29.734,3
107.208_29.743,3
107.219_29.739,3
107.215_29.741,3
107.224_29.737,3
107.211_29.742,3
107.220_29.738,3
107.208_29.744,3
107.223_29.737,3
107.204_29.745,3
107.207_29.743,3
107.196_29.749,3
107.201_29.746,3
107.197_29.748,3
107.201_29.747,3
107.161_29.771,3
107.167_29.767,3
107.164_29.769,3
107.170_29.764,3
107.164_29.768,3
107.167_29.766,3
107.177_29.760,3
107.174_29.762,3
107.180_29.758,3
107.189_29.753,3
107.185_29.755,3
107.182_29.757,3
107.192_29.751,3
107.280_29.720,3
107.220_29.739,3
107.225_29.737,3
107.344_29.707,3
107.338_29.709,3
107.404_29.694,3
107.228_29.736,3
107.398_29.695,3
107.217_29.740,3
107.209_29.742,3
107.213_29.740,3
107.199_29.746,3
107.203_29.745,3
107.197_29.747,3
107.206_29.743,3
107.193_29.750,3
107.170_29.767,3
107.166_29.770,3
107.174_29.764,3
107.162_29.773,3
107.177_29.762,3
107.178_29.762,3
107.184_29.757,3
107.176_29.762,3
107.187_29.755,3
107.173_29.764,3
107.179_29.760,3
107.190_29.753,3
107.181_29.758,3
107.184_29.756,3
107.175_29.762,3
107.171_29.764,3
107.178_29.759,3
107.177_29.761,3
107.188_29.753,3
107.224_29.738,3
107.328_29.711,3
107.217_29.741,3
107.265_29.724,3
107.390_29.697,3
107.229_29.736,3
107.220_29.740,3
107.209_29.745,3
107.183_29.756,3
107.190_29.752,3
107.176_29.760,3
107.172_29.762,3
107.178_29.758,3
107.186_29.754,3
107.187_29.753,3
107.224_29.735,3
107.241_29.730,3
107.217_29.738,3
107.241_29.729,3
107.220_29.737,3
107.296_29.717,3
107.301_29.716,3
107.221_29.737,3
107.225_29.736,3
107.229_29.735,3
107.216_29.739,3
107.217_29.739,3
107.228_29.735,3
107.286_29.719,3
107.346_29.707,3
107.211_29.736,3
107.220_29.733,3
107.405_29.693,3
107.205_29.744,3
107.209_29.743,3
107.202_29.746,3
107.202_29.745,3
107.198_29.748,3
107.205_29.746,3
107.192_29.753,3
107.189_29.755,3
107.201_29.749,3
107.339_29.708,3
107.276_29.721,3
107.399_29.695,3
107.233_29.734,3
107.191_29.754,3
107.187_29.757,3
107.196_29.752,3
107.184_29.758,3
107.562_29.665,3
107.558_29.665,3
107.554_29.665,3
107.566_29.665,3
107.557_29.665,3
107.551_29.665,3
107.570_29.665,3
107.556_29.665,3
107.596_29.667,3
107.589_29.666,3
107.599_29.667,3
107.608_29.668,3
107.604_29.668,3
107.594_29.666,3
107.599_29.666,3
107.592_29.667,3
107.595_29.666,3
107.584_29.666,3
107.579_29.666,3
107.588_29.666,3
107.570_29.666,3
107.575_29.666,3
107.559_29.666,3
107.576_29.666,3
107.555_29.666,3
107.571_29.666,3
107.571_29.665,3
107.560_29.665,3
107.575_29.665,3
107.565_29.665,3
107.567_29.665,3
107.563_29.665,3
107.561_29.665,3
107.555_29.665,3
107.578_29.665,3
107.573_29.665,3
107.585_29.665,3
107.581_29.665,3
107.577_29.665,3
107.569_29.665,3
107.598_29.667,3
107.594_29.667,3
107.603_29.668,3
107.586_29.666,3
107.579_29.665,3
107.590_29.666,3
107.582_29.665,3
107.597_29.666,3
107.682_29.685,3
107.618_29.669,3
107.593_29.666,3
107.807_29.719,3
107.743_29.702,3
107.676_29.682,3
107.741_29.701,3
107.609_29.668,3
107.568_29.665,3
107.573_29.666,3
107.578_29.666,3
107.583_29.666,3
107.564_29.665,3
107.559_29.665,3
107.572_29.665,3
107.867_29.736,3
107.736_29.699,3
107.803_29.718,3
108.065_29.789,3
108.157_29.814,3
108.046_29.784,3
107.931_29.753,3
107.674_29.682,3
107.564_29.666,3
107.569_29.666,3
107.556_29.666,3
107.558_29.666,3
107.560_29.666,3
107.554_29.666,3
107.552_29.666,3
107.548_29.664,3
107.552_29.664,3
107.560_29.664,3
107.565_29.664,3
107.556_29.664,3
107.569_29.664,3
107.543_29.665,3
107.585_29.666,3
107.580_29.666,3
107.589_29.667,3
107.585_29.667,3
107.580_29.667,3
107.562_29.664,3
107.557_29.664,3
107.570_29.664,3
107.566_29.664,3
107.558_29.664,3
107.554_29.664,3
107.574_29.665,3
107.567_29.664,3
107.587_29.666,3
107.577_29.666,3
107.582_29.666,3
107.572_29.666,3
107.592_29.666,3
107.591_29.667,3
107.960_29.761,3
107.710_29.693,3
107.897_29.744,3
107.771_29.709,3
107.836_29.727,3
107.648_29.676,3
108.085_29.795,3
108.023_29.778,3
108.147_29.811,3
108.210_29.828,3
108.273_29.845,3
108.336_29.862,3
107.844_29.730,3
107.914_29.749,3
107.777_29.711,3
107.978_29.767,3
108.045_29.785,3
107.712_29.693,3
107.605_29.668,3
107.644_29.675,3
107.596_29.668,3
107.600_29.668,3
107.576_29.665,3
107.584_29.665,3
107.580_29.665,3
107.528_29.666,3
107.513_29.668,3
107.517_29.668,3
107.523_29.667,3
107.514_29.668,3
107.510_29.669,3
107.536_29.666,3
107.518_29.668,3
107.524_29.667,3
107.532_29.666,3
107.519_29.667,3
107.524_29.666,3
107.505_29.669,3
107.500_29.670,3
107.501_29.670,3
107.511_29.668,3
107.496_29.671,3
107.509_29.669,3
107.492_29.672,3
107.515_29.668,3
107.535_29.666,3
107.530_29.667,3
107.526_29.667,3
107.516_29.668,3
107.520_29.667,3
107.521_29.668,3
107.522_29.667,3
107.527_29.667,3
107.525_29.667,3
107.521_29.667,3
107.494_29.671,3
107.498_29.670,3
107.506_29.669,3
107.507_29.669,3
107.511_29.669,3
107.502_29.670,3
107.503_29.669,3
107.503_29.670,3
107.502_29.669,3
107.498_29.671,3
107.540_29.666,3
107.545_29.665,3
107.545_29.666,3
107.549_29.666,3
107.550_29.665,3
107.553_29.665,3
107.530_29.666,3
107.544_29.665,3
107.548_29.665,3
107.538_29.665,3
107.534_29.665,3
107.531_29.666,3
107.539_29.665,3
107.540_29.665,3
107.535_29.665,3
107.542_29.665,3
107.512_29.668,3
107.504_29.669,3
107.508_29.669,3
107.500_29.669,3
107.508_29.668,3
107.516_29.667,3
107.537_29.666,3
107.541_29.666,3
107.542_29.666,3
107.546_29.666,3
107.531_29.667,3
107.550_29.666,3
107.522_29.668,3
107.546_29.665,3
107.541_29.665,3
107.529_29.666,3
107.537_29.665,3
107.533_29.666,3
107.525_29.666,3
107.513_29.667,3
107.521_29.666,3
107.518_29.667,3
107.517_29.667,3
107.510_29.668,3
107.509_29.668,3
107.523_29.666,3
107.523_29.668,3
107.532_29.667,3
107.528_29.667,3
107.519_29.668,3
107.538_29.667,3
107.513_29.669,3
107.543_29.666,3
107.539_29.666,3
107.548_29.666,3
107.553_29.666,3
107.185_29.751,3
107.188_29.749,3
107.182_29.753,3
107.189_29.749,3
107.192_29.747,3
107.193_29.746,3
107.184_29.752,3
107.179_29.755,3
107.181_29.753,3
107.180_29.754,3
107.189_29.748,3
107.178_29.755,3
107.182_29.754,3
107.186_29.750,3
107.178_29.757,3
107.196_29.745,3
107.204_29.741,3
107.207_29.739,3
107.211_29.738,3
107.200_29.743,3
107.199_29.743,3
107.203_29.741,3
107.208_29.739,3
107.197_29.744,3
107.212_29.737,3
107.201_29.742,3
107.211_29.737,3
107.204_29.740,3
107.192_29.746,3
107.209_29.738,3
107.200_29.742,3
107.207_29.740,3
107.208_29.738,3
107.201_29.743,3
107.198_29.744,3
107.194_29.746,3
107.206_29.740,3
107.202_29.742,3
107.197_29.745,3
107.195_29.746,3
107.199_29.744,3
107.190_29.748,3
107.186_29.751,3
107.190_29.749,3
107.191_29.748,3
107.187_29.750,3
107.180_29.755,3
107.193_29.747,3
107.189_29.750,3
107.209_29.739,3
107.212_29.738,3
107.213_29.737,3
107.205_29.741,3
107.205_29.740,3
107.226_29.733,3
107.289_29.718,3
107.210_29.738,3
107.216_29.736,3
107.202_29.741,3
107.206_29.739,3
107.224_29.733,3
107.227_29.732,3
107.351_29.705,3
107.229_29.731,3
107.282_29.720,3
107.345_29.707,3
107.287_29.719,3
107.413_29.691,3
107.473_29.676,3
107.349_29.706,3
107.407_29.693,3
107.218_29.735,3
107.350_29.706,3
107.297_29.717,3
107.215_29.736,3
107.239_29.729,3
107.234_29.730,3
107.214_29.738,3
107.238_29.729,3
107.361_29.704,3
107.231_29.732,3
107.195_29.745,3
107.191_29.747,3
107.198_29.743,3
107.311_29.714,3
107.373_29.701,3
107.378_29.700,3
107.438_29.685,3
107.248_29.727,3
107.249_29.726,3
107.303_29.716,3
107.317_29.713,3
107.441_29.684,3
107.210_29.739,3
107.214_29.737,3
107.256_29.725,3
107.384_29.698,3
107.321_29.712,3
107.450_29.681,3
107.244_29.728,3
107.211_29.739,3
107.364_29.703,3
107.307_29.715,3
107.207_29.741,3
107.423_29.689,3
107.203_29.743,3
107.428_29.687,3
107.220_29.735,3
107.353_29.706,3
107.534_29.671,3
107.471_29.678,3
107.289_29.719,3
107.411_29.692,3
107.203_29.742,3
107.200_29.744,3
107.196_29.746,3
107.206_29.741,3
107.208_29.740,3
107.265_29.723,3
107.213_29.738,3
107.330_29.710,3
107.393_29.696,3
107.252_29.726,3
107.316_29.713,3
107.217_29.736,3
107.380_29.700,3
107.386_29.698,3
107.323_29.711,3
107.262_29.724,3
107.445_29.683,3
107.347_29.707,3
107.409_29.692,3
107.408_29.693,3
114.704_28.370,3
114.638_28.357,3
114.767_28.382,3
114.572_28.344,3
114.835_28.395,3
114.898_28.408,3
